num_pers,nombre,tipo,barrio,calle,num_calle,telefono,cp,email,email2,sitio_web,observaciones,fecha
0,FUNDACI&OacuteN ALCO- GRUPO AMUYEN,ORGANIZACI&OacuteN DE SALUD,ROCA,PASAJE AYOHUMA,441,(0280) 4474533,9120,eusebiorosa@hotmail.com,,www.fundacionalco.org,,1/02/2016
1463,FUNDACI&OacuteN ANAH&Iacute,ORGANIZACI&OacuteN DE SALUD,,BOUCHARDO,1446,(0297) 406 4839 / 4464617 / 154059148,9000,fundacionanahi@gmail.com,,www.fundacionanahi.org,,
2955,FUNDACI&OacuteN ANGELES DE CRISTAL,ORGANIZACI&OacuteN DE SALUD,CENTRO,GALES,348,(0280) 154637538,9100,equipoangelesdecristal@gmail.com,fundacionangelesdecristal@yahoo.com.ar,,01-feb,1/02/2016
0,FUNDACI&OacuteN BIPOLARES DE ARGENTINA,ORGANIZACI&OacuteN DE SALUD,,"HEROES DE MALVINAS 
",540,(0280) 4407457/154407457,9120,fubipamadryn@gmail.com,,www.fubipa.org.ar,,1/02/2016
1059,FUNDACI&OacuteN CRECER,ORGANIZACI&OacuteN DE SALUD,,HIPOLITO IRIGOYEN,846,0297 - 4467402 / 154923928,9000,"crecerfundacion@speedy.com.ar, fundacioncrecer@speedy.com.ar",,www.crecerfundacion.org.ar,,
,FUNDACI&OacuteN JUNTOS A LA PAR (EQUINOTERAPIA),ORGANIZACI&OacuteN DE SALUD,,GUTYN EBRYLL,116,0280-154859027,9120,fundacionjalp@gmail.com,,www.facebook.com/fundacion.juntosalapar,,
2933,FUNDACI&OacuteN TRASCENDER PARA AYUDA DE PERSONAS CON TRASTORNOS NEUROMUSCULARES Y PARALISIS CEREBRAL,ORGANIZACI&OacuteN DE SALUD,,,S/N,(0280) 154405723,9103,fundaciontrascender@yahoo.com.ar,silviagarciarw@hotmail.com,,2933,1/02/2016
0,GRUPO INTEGRACION DE ALCOHOLICOS (GIA),ORGANIZACI&OacuteN DE SALUD,,Hospital Subzonal Dr. Andr&eacutes R. Isola (Consultorio10) - Calle Roberto G&oacutemez,299,(0280) 154418359,9120,,,,,
0,LIGA ARGENTINA DE LUCHA CONTRA EL CANCER (LALCEC),ORGANIZACI&OacuteN DE SALUD,,A. SARGENTO CABRAL,351,0297 - 4475450,9000,,,www.lalcec.org.ar,18/07/2016,
2432,LIGA ARGENTINA DE LUCHA CONTRA EL C&AacuteNCER (LALCEC),ORGANIZACI&OacuteN DE SALUD,PATAGONIA,FRAGATA H&EacuteRCULES,682,0280 4457691,9120,,,www.facebook.com/lalcec.madryn?fref=ts,2432,
0,MATICES (PREVENCI&OacuteN CLINICA E INVESTIGACI&OacuteN),ORGANIZACI&OacuteN DE SALUD,,VILLEGAS,507,(0280) 4452467,9120,info@matices.com.ar,,www.matices.com.ar,,1/02/2016
754,NICADPI Centro de d&Iacutea),ORGANIZACI&OacuteN DE SALUD,VILLA ITALIA,VELERO MIMOSA,286,(0280) 4433908,9100,nicadpi_tw@hotmail.com,,www.facebook.com/institucion.nicadpi/?fref=ts,01-feb,
2376,ASOCIACI&OacuteN DE PREVENCI&OacuteN Y ASISTENCIA EN CANCER,ORGANIZACI&OacuteN DE SALUD,,SAN MARTIN,263,,9000,,,,,2/02/2016
904,ASOCIACI&OacuteN DE PADRES Y AMIGOS DEL DISCAPACITADO - APAD,ORGANIZACI&OacuteN DE SALUD,,RUTA 259 KM 6,660,02945 453223 / 15682540 / 15698301,9200,ana_larreguy@live.com.ar,,,2/02/2016,2/02/2016
972,CICAL (CENTRO INTEGRAL DE CAPACIDADES LABORALES,ORGANIZACI&OacuteN DE SALUD,,,S/N,(02945) 453223/ 15682540,9200,,,,1/02/2016,1/02/2016
3881,FUNDACI&OacuteN DE EQUINOTERAPIA Y DESARROLLO SOCIO AMBIENTAL,ORGANIZACI&OacuteN DE SALUD,,LAS LUMAS ,1510,,9200,,, ,2/02/2016,2/02/2016
3897,ASOCIACI&OacuteN PEDI&AacuteTRICA ESQUEL,ORGANIZACI&OacuteN DE SALUD,,25 DE MAYO,150,,9200,,,,2/02/2016,2/02/2016
2328,ASOCIACI&OacuteN DE PADRES DE AUTISTAS DE COMODORO RIVADAVIA,ORGANIZACI&OacuteN DE SALUD,,RAMON LISTA ,S/N,(0297)154117236,9000,,,,,2/02/2016
3995,ASOCIACI&OacuteN DE PADRES Y AMIGOS DE PERSONAS CON S&IacuteNDROME DE DOWN ESQUEL CHUBUT,ORGANIZACI&OacuteN DE SALUD,,HERMANOS PAREDES ,654,2945 696498,9200,,,www.facebook.com/profile.php?id=100010410092631&fref=ts,17/05/2016,
2378,ASOCIACI&OacuteN CIVIL  DE NADIES Y DERECHOS ,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,LOS OLMOS,CENTENARIO CASI CONDARCO,138,(0280)154668025 PTE. FABI&AacuteN COLUEQUE,9100,elultimovelero@yahoo.com.ar,,denadiesyderechos.wordpress.com,01-feb,1/02/2016
3234,ASOCIACI&OacuteN CIVIL JOVENES PARA EL DESARROLLO (JOPADE) ,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,rio chubut,Mujica,264,(0280) 154687266,9103,monasterio_ortegaluis@hotmail.com,andyr22@hotmail.com,,,1/02/2016
2749,ASOCIACI&OacuteN CIVIL NEHUEN ZOMU FUERZA MUJER,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,490 NORTE,SANTOS CALVO,174,( 280) 154698066- 4729690,9103,monicadrianamolina@yahoo.com.ar,nehuenzomu@yahoo.com.ar,,,1/02/2016
3291,ASOCIACI&OacuteN CIVIL PROGRESO,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,AREA 12,CACIQUE SAYHUEQUE DEPTO 8 BARRIO 34 VIVIENDAS,369,(0280)154411178,9103,progresoa12rw@hotmail.com,,,,1/02/2016
2834,ASOCIACI&OacuteN CIVIL SERVIR,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,AVDA. GALES,1602,0280-154389873,9120,sandracardozo116@hotmail.com,,,PERSONER&IacuteA JUR&IacuteDICA NUM. 2834,1/02/2016
4170,ASOCIACI&OacuteN CIVIL UNIDOS PARA EL PR&OacuteJIMO ,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,CANNITO,282,(0280) 4705656,9103,gabyrawson@hotmail.com,,www.facebook.com/AsociacionUPP/?fref=ts,,
3519,ASOCIACI&OacuteN CIVIL UNIDOS POR MADRYN,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,MORENO,445,(0280) 4458949 / 154614014,9120,,,www.facebook.com/Asociaci&oacuten-Civil-Unidos-por-Madryn-437606122918162/?fref=ts,PERSONER&IacuteA JUR&IacuteDICA NUM. 3519,
1855,ASOCIACI&OacuteN CIVIL UNIENDO RAWSON,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,BARRIO MALVINAS ESCALERA 13 DEPARTAMENTO 125,S/N,(0280) 154326149,9103,asociacionuniendorawson@hotmail.com,,,1855,1/02/2016
0,ASOCIACI&OacuteN DAMAS SALESIANAS,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,CORRADI,SIM&OacuteN DE ALCAZABA,56,(0280) 4443094,9100,graficabaskovc@speedy.com.ar,,,01-feb,1/02/2016
2940,ASOCIACI&OacuteN ECOS - ESPACIOS DE CONSTRUCCI&OacuteN SOCIAL,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,LIBERTAD,1110,(0280) 154553823,9100,,,,,1/02/2016
1839,ASOCIACI&OacuteN JUNTOS POR LA VIDA,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,PASCUAL DALEOSO,2575,(0280) 154696520,9100,,,,01-feb,1/02/2016
3675,ASOCIACI&OacuteN MOTERA AMIGOS DE PUERTO MADRYN,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,LA PAMPA,305,(0280) 4470858 /02974012373,9120,amapuertomadryn@hotmail.com.ar,,,,1/02/2016
,ASOCIACI&OacuteN PICHI ANAI HUE,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,COVIMAR 3 CASA 45,,0280- 4473617,9120,madryn_anamaria@hotmail.com,,,,
0,CARITAS CAPILLA LA SANTA CRUZ,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,CHILE Y AMEGHINO,S/N,(0280) 450599 - 475484,9120,,,,,1/02/2016
0,C&AacuteRITAS DE LA CUASIPARROQUIA NUESTRA SE&NtildeORA DE GUADALUPE,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,SANTA M&OacuteNICA,EMILIO FREY,1439,(0280) 4438341,9100,,,,01-feb  MARCONI 1050,1/02/2016
0,C&AacuteRITAS DE LA PARROQUIA NUESTRA SE&NtildeORA DE LA PAZ,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,SAN MART&IacuteN,CRUCERO GENERAL BELGRANO Y RIVADAVIA NORTE,S/N,(0280) 4428334 ,9100,,,,01-feb,1/02/2016
0,C&AacuteRITAS DE SAN PEDRO Y SAN PABLO,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,VILLA ITALIA,IRIGOYEN,1537,(0280) 4438341 ,9100,,,,01-feb,1/02/2016
0,C&AacuteRITAS DECANATO MAR Y VALLE Y DE LA PARROQUIA MAR&IacuteA AUXILIADORA,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,CENTRO,SAN MART&IacuteN,236,(0280) 4428983 / 4421366 ,9100,caritascrdecanatomaryvalle@speedy.com.ar,,www.facebook.com/C&aacuteritas-del-Decanato-Mar-y-Valle-1832428453649576/?fref=ts,01-feb,
0,CARITAS PARROQUIAL SAGRADO CORAZ&OacuteN DE JES&UacuteS,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,PARRY MADRYN,BELGRANO,292,0280 4472463,9120,mariadelcarmenbruno@yahoo.com.ar,,,,1/02/2016
0,CARITAS PARROQUIAL ZONA SUR,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,LUIS COSTA,270,(0280) 4483263/ 4485571,9103,caritasrawsonzs@hotmail.com.ar,,,,1/02/2016
0,CARITAS SAGRADA FAMILIA,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,DESEMBARCO,EDWIN ROBERTS,128,(0280) 4450811,9120,,,www.facebook.com/pages/Parroquia-Sagrada-Familia-Puerto-Madryn/355803317962396?fref=ts,,
0,CARITAS SANTA MAR&IacuteA DEL MAR CATOLICA,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,SANTA MARIA DEL MAR,RECONQUISTA,670,(0280) 4457855,9120,,,,,1/02/2016
1837,CENTRO COMUNITARIO CEFERINO NAMUNCUR&Aacute,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,ECUADOR,2308,(0280) 4446138 / 154257842,9100,,,,01-feb,1/02/2016
2306,CENTRO DE AYUDA INTEGRAL AL NI&NtildeO Y ADOLESCENTE EN RIESGO (CAINAR),ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,AV. JUAN MUZZIO,375,(0280)154510989 / 4472111 / 154513534,9120,cainar@madryn.com,cainarmadryn@yahoo.com.ar,www.cainar.madryn.com,PERSONERIA JURIDICA NUM. 2306,1/02/2016
0,C&IacuteRCULO CAT&OacuteLICO DE OBREROS DE TRELEW,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,Centro,BELGRANO,822,(0280) 4435798 / 154594183,9100,,,,,3/02/2016
3630,CIUDADANOS COMPROMETIDOS CON LA SOCIEDAD,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,MENDOZA,950,(0280) 154363357,9120,aldoysilviagentedefe@yahoo.com.ar,,,PERSONERIA JURIDICA NUM. 3630,1/02/2016
1044,CLUB DE LEONES DE COMODORO RIVADAVIA,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,INDUSTRIAL,YRIGOYEN,4275,0297 4484577/ 4472796,9000,mapecas@sinectis.com.ar,,www.leonismocomodoro.com.ar/Home/Home.aspx,18/07/2016,1/07/2016
0,CLUB DE TEJEDORAS  RUCA PE&NtildeIHUEN ,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,DON BOSCO,ESPORA,163,0280 154723963/154389325 ,9120,,,,,1/02/2016
91,COMEDOR INFANTIL DE PUERTO MADRYN,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,DOMECQ GARC&IacuteA NORTE,425,0280 4451255,9120,comedorinfantilptomadryn@gmail.com,,www.facebook.com/comedorinfantil.puertomadryn?fref=ts,183,
0,CRUZ ROJA ARGENTINA FILIAL COMODORO RIVADAVIA,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,GENERAL MOSCONI,AVENIDA LIBERTADOR GENERAL SAN MART&IacuteN,659,0297 4559374,9000,,,,,
0,DAMAS ROSADAS,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,ROBERTO G&OacuteMEZ,383,(0280) 4451240 int. 1221,9120,emchichar@arnet.com.ar,,,,1/02/2016
1358,FUNDACI&OacuteN DE AYUDA AL ACCIDENTADO (FUNDACC),ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,PUEYRREDON,53,,9120,,,,,
2559,FUNDACI&OacuteN NACER DE NUEVO,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,CENTRO,SAN MARTIN,882,(0280) 4422846 / 154678136,9100,nacerdenuevo8@hotmail.com,marinoescritor@hotmail.com.ar,www.facebook.com/fundacion.nacerdenuevo?fref=ts,Pers. Jur&Iacutedica: 2559,
3541,FUNDACI&OacuteN PARA EL CRECIMIENTO,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,BARRIO AGUA Y ENERGIA ACCESO D DEPTO 2,BARRIO AGUA Y ENERGIA NUM.DPTO 2,S/N,(0280) 154588523,9120,infofundacioncrecimiento@gmail.com,,www.facebook.com/fun.crecimiento?fref=ts,PERSONER&IacuteA JUR&IacuteDICA NUM. 3541,
0,GRUPO SCOUT  ALTE. ROSA STORNI ,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,GALES Y SAN MARTIN,S/N,(0280) 154670563,9120,lydiap2012@hotmail.com,,www.facebook.com/Grupo-Scout-Almirante-Storni-Puerto-Madryn-135979549836301/?fref=ts,,
761,INSTITUTO PATAG&OacuteNICO DE DESARROLLO SOCIAL (INPADES) ,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,PER&Uacute,69,(0280) 4420710/4421295,9100,inpades.ong@gmail.com,,www.inpades.org.ar/,,3/02/2016
3889,J&OacuteVENES CON PROYECTO Y ACCI&OacuteN,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,PUJOL,ALDEA BELEIRO ,1208,(0280) 154674361/ 154005182 ,9120,,,,,1/02/2016
3909,JUVENTUD CON UNA MISI&OacuteN,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,GAVIOTINES ,3651,(0280) 154204995/ 4454346,9120,jucumsur@hotmail.com,,www.facebook.com/JUCUM-YWAM-Puerto-Madryn-646561052045173/,,
2981,MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y PENSIONADOS,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,JUAN DE LA PIEDRA MZA B LOTE 9,529, (0280) 4026635 / 154542906 / 154221432,9100,,,,,1/02/2016
0,MUJERES SOLIDARIAS DE PUERTO MADRYN,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,RIVADAVIA,379,(0280) 4471015 / 154341360,9120,,,,,1/02/2016
3711,ROTARY CLUB ANTU TRELEW,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,CENTRO,JULIO A. ROCA,468,(0280) 4427617,9100,lopilva@gmail.com,lopilva@speedy.com.ar,www.facebook.com/Rotary-Antu-Trelew-526536097494723/?fref=ts,01-feb,
2998,ROTARY CLUB PUERTO MADRYN,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,A. PUJOL,482,0280 4453065,9120,operaciones@collportservice.com.ar,,,2998,1/02/2016
3190,TODO POR LOS CHICOS,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,AREA 16,ALMIRANTE BROWN,843,(0280) 154532612/ 4481154,9103,,,www.facebook.com/todoporloschicos.ong,,
0,VOLUNTARIADO HOSPITALARIO DAMAS ROSADAS,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,CENTRO,28 DE JULIO Y PELLEGRINI,935,(0280) 154358729,9100,mariadelcarmenthorp@yahoo.com.ar,,,01-feb,1/02/2016
2513,ASOCIACI&OacuteN CIVIL COMEDOR DEL CORAZ&OacuteN,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,SAAVEDRA,682, (0280)4576509,9100,,,,,1/02/2016
3328,ASOCIACI&OacuteN CIVIL HABITAT,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,A.P.BELL,2559,(0280)4265244,9100,,,,,1/02/2016
2739,COR- ELB,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,SARMIENTO NORTE,251,,9100,,,,,1/02/2016
3828,ASOCIACI&OacuteN CIVIL NECESITO TUS MANOS,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,FACUNDO QUIROGA,276,(0280) 154638913,9103,,,,,1/02/2016
1457,ASOCIACI&OacuteN CIVIL EL BUEN SAMARITANO,ENTIDAD RELIGIOSA,MALVINAS,MIGUENS,946,(02945) 455380 ,9200,,,www.facebook.com/groups/583132518499583/?fref=ts,2/02/2016,
1457,ASOCIACI&OacuteN CIVIL PROAYUDA BARRIO EL BADEN,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,JULIO A. ROCA,ALSINA Y ALIMRANTE BROWN,S/N,,9200,,,,16/05/2016,16/05/2016
0,CARITAS ESQUEL,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,CEFERINO,CARLOS GARDEL Y SANTA CRUZ,S/N,(02945) 450368,9200,,,www.facebook.com/CaritasJovenPrelaturaEsquel/?fref=ts,16/05/2016,
0,CARTAS ESQUEL,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,Volta,1090,(02945) 15414718,9200,marciabril@hotmail.com,,,16/05/2016,16/05/2016
236,CLUB DE MADRES DEL BARRIO 28 DE JUNIO,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,28 DE JUNIO,PASAJE 16 DE NOVIEMBRE,2080,(02945) 453400/ 15680266,9200,,,,17/05/2016,17/05/2016
1297,FUNDACI&OacuteN MI CASITA,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,RURAL VIEJA,1 DE MAYO,60,(02945) 453097,9200,,,www.facebook.com/Guarder&iacutea-Mi-Casita-105451979546580/?fref=ts,16/05/2016,
1642,ROTARY CLUB ESQUEL,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,JULIO A. ROCA,ALSINA Y ALMIRANTE BROWN,S/N,(02945) 452433 454819 15414329,9200,rotaryclubesquel@gmail.com,,www.facebook.com/Rotary-Club-Esquel-206499642722615/?fref=ts,16/05/2016,
,ROTARY CLUB,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,,,(0297) 4451776/ 154293317,9001,,,,,3/02/2016
1626,CLUB ARGENTINO DE TRANSITO JUAN CORTI,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,ORTIZ DE OCAMPO,941,(0297) 4465658 / 4168976,9000,,,,,3/02/2016
3307,FUNDACI&OacuteN OBRA DEL PADRE JUAN CORTI,ASISTENCIA Y PROMOCI&OacuteN SOCIAL,,SAN MARTIN,3500,(0297) 4465658 / 4168976,9000,admfundacionopjc2@gmail.com,vfederico@hotmail.com.ar,,3307,3/02/2016
2435,ASOCIACI&OacuteN SURE&NtildeA DE CONSUMIDORES Y USUARIOS,SIN CLASIFICAR,DEMOCRACIA ARGENTINA,CUBA,500,(0280) 4433304 / 154504026 / 154556361 /  154826889,9100,lilianaaliciag@yahoo.com.ar,,www.asurco.com.ar,01-feb,1/02/2016
3017,ASOCIACI&OacuteN CIVIL 20 DE DICIEMBRE,SIN CLASIFICAR,,LISANDRO DE LA TORRE DEPTO B,3361,,9000,,,,,3/02/2016
4044,CLUB UNIVERSITARIO DE PUERTO MADRYN,SIN CLASIFICAR,,BROWN,3051,,9120,,,www.facebook.com/cupmadryn/?fref=ts,,
0,FUNDACI&OacuteN AYUDA AL ACCIDENTADO,SIN CLASIFICAR,,ESPA&NtildeA,628,(0297) 4465603/,9000,,,,,3/02/2016
1080,FUNDACI&OacuteN CEFERINO NAMUNCURA,SIN CLASIFICAR,,OBREROS UNIDOS,1201,0280 154516887 / 4472552,9120,info@fundacionceferino.org.ar,presidencia@fundacionceferino.org.ar,www.fundacionceferino.org.ar,1080,
3006,FUNDACI&OacuteN COMPROMETER,SIN CLASIFICAR,,CECILIO DI CLEMENTE,1164,(280) 4698988,9120,,,www.facebook.com/fundacion.puertomadryn,Personer&Iacutea NUM. 3006,1/02/2016
607,FUNDACI&OacuteN DE APOYO AL INSTITUTO DE ENSE&NtildeANZA DE PUERTO MADRYN,SIN CLASIFICAR,,COLON,352,(0280) 4451334,9120,direccionsecundaria@escueladelacosta.org.ar,personal@escueladelacosta.org.ar,www.escueladelacosta.org.ar,PERSONERIA JURIDICA NUM. 607,1/02/2016
1898,FUNDACION MAIDAY,SIN CLASIFICAR,,LAS PLUMAS,1835,4454810,9120,divicomore@arnet.com.ar,,,,1/02/2016
0,FUNDACION MONTESQUIEU,SIN CLASIFICAR,,25 DE MAYO S/N,S/N,02965 15404980,92011,fundacionmontesquieu@gmail.com,,,,3/02/2016
1756,FUNDACI&OacuteN PLAYA UNI&OacuteN,SIN CLASIFICAR,,AVENIDA JUAN MANUEL DE ROSAS,110,(0280) 4498019,9103,efpu@efpu.org.ar,,www.efpu.org.ar/std/portada.php,1756,
4092,FUNDACI&OacuteN VIDA CON PROPOSITO,SIN CLASIFICAR,,MAIZ,355,(0280) 154197435,9120,andresdemadryn@hotmail.com,,,,1/02/2016
0,HOGAR EMANUEL,SIN CLASIFICAR,,OBREROS UNIDOS,1650,(0280) 4473899 / 154605185/ 4471149 /154700014,9120,harrisonstella@hotmail.com,,www.facebook.com/hogaremanuel.puertomadryn,,
3587,JUNTOS PODEMOS,SIN CLASIFICAR,,CORRIENTES,1475,(0280) 154377874 / 4406972,9120,juntospodemos12@gmail.com,mem_4665@hotmail.com.ar,,PERSONERIA JURIDICA NUM. 3587,1/02/2016
533,RADIO CLUB PUERTO MADRYN,SIN CLASIFICAR,,PASAJE 22 DE ABRIL,180,(0280) 154269357,9120,lu2waz@yahoo.com,,www.facebook.com/radioclub.puertomadryn.5,PERSONERIA JURIDICA NUM. 533,
0,SER DULCE,SIN CLASIFICAR,,9 DE JULIO E/MAIZ Y ALVEAR,,(0280) 154603016,9120,serdulcecatering@gmail.com,,,,
4009,COLECTIVO SIN RAZA ASOCIACI&OacuteN CIVIL,SIN CLASIFICAR,,SAN MARTIN,450,(0280) 154834425,9103,,,,,1/02/2016
4085,ASOCIACI&OacuteN CIVIL BRISAS DEL MAR,SIN CLASIFICAR,,,,(0280) 154409626,9103,,,,,1/02/2016
2561,CASINO DE SUBOFICIALES DE LA PROVINCIA DEL CHUBUT,SIN CLASIFICAR,,PADRE ALEJANDRO GRECO,175,,9103,,,,,2/02/2016
3512,CHUBUT PROGRESA ASOCIACI&OacuteN CIVIL,SIN CLASIFICAR,,DON BOSCO,18,,9103,,,,,2/02/2016
3593,NAHUEN ASOCIACI&OacuteN CIVIL,SIN CLASIFICAR,SARMIENTO,HUMBERTO BEGHIN,1453,(0280) 154672021,9100,marielajones@hotmail.com,,,,2/02/2016
,RESTAURANDO GENERACIONES,SIN CLASIFICAR,,MARTIN RODRIGUEZ,361,,9100,,,,,2/02/2016
3756,ASOCIACI&OacuteN CIVIL MESETA INTERMEDIA,SIN CLASIFICAR,,25 DE MAYO Y JUAN VILCHES,,,91215,,,,,2/02/2016
4019,LOS D&IacuteAS M&AacuteS FELICES ASOCIACI&OacuteN CIVIL,SIN CLASIFICAR,,25 DE MAYO,957,,9000,,,,,2/02/2016
2317,FUNDACION DAR PASOS,SIN CLASIFICAR,,,S/N,(02945) 455739/ 15696126/ 15681277/ 15697899,9200,,,,16/05/2017,16/05/2016
3460,ASOCIACI&OacuteN CIVIL KALEWCHE,SIN CLASIFICAR,,MAESTRO TAMBURINI,57,(02945) 444777,9200,,,,17/05/2016,17/05/2016
3820,AGRUPACI&OacuteN CORDILLERANA DE ENDURANCE ,SIN CLASIFICAR,,BARRIO MALVINAS CASA 22,,(02945) 529272,9200,,,www.facebook.com/endurance.patagonico,16/05/2016,
3854,FUNDACI&OacuteN AYESA,SIN CLASIFICAR,,ALSINA,1584,,9200,,,,2/02/2016,2/02/2016
3901,FUNDACI&OacuteN RUCAIKEN,SIN CLASIFICAR,,9 DE JULIO,2898,,9200,,,,2/02/2016,2/02/2016
3923,ASOCIACI&OacuteN CIVIL CUENCO DEL SOL,ENTIDAD RELIGIOSA,,CAMBACERES,2140,,9200,,,,2/02/2016,2/02/2016
4065,UNI&OacuteN CIVIL TERCERA EDAD,SIN CLASIFICAR,,CAMBACERES Y PJE NAHUELPAN,,,9200,,,,2/02/2016,2/02/2016
4155,FUNDACI&OacuteN MANOS PATAG&OacuteNICAS,SIN CLASIFICAR,,ALMAFUERTE,1939,,9200,,,,2/02/2016,2/02/2016
4183,FUNDACI&OacuteN CREER ES HACER,SIN CLASIFICAR,,25 DE MAYO,540,,9200,,,,2/02/2016,2/02/2016
643,ASOCIACI&OacuteN CULTURAL Y ESPIRITUAL UNI&OacuteN DE IGLESIAS CRISTIANAS LIBRES DEL CHUBUT,ENTIDAD RELIGIOSA,,CHACRA 205- CAPILLA BETHEL,S/N,,9105,,,,,1/07/2016
1186,ASOCIACI&OacuteN INTERNACIONAL MENSAJEROS DEL SUR,ENTIDAD RELIGIOSA,FUCHS,PASAJE BOLIVIA,270,(0297) 4472207,9000,,,,,1/07/2016
1325,FUNDACI&OacuteN TIERRA DE LA PROMESA,ENTIDAD RELIGIOSA,,JUAN MUZZIO,953,,9103,,,,,1/07/2016
2456,ASOCIACI&OacuteN CIVIL MISI&OacuteN EVANG&EacuteLICA ARGENTINA PARA CRISTO,ENTIDAD RELIGIOSA,,HUERGO,1445,,9000,,,,,1/07/2016
2476,CONSEJO DE PASTORES DE LAS IGLESIAS EVANGELICAS DE TRELEW,ENTIDAD RELIGIOSA,,,,(0280) 4364334,9100,,,,,1/07/2016
2477,CULTO ESPIRITUAL FLOR DE LIS,ENTIDAD RELIGIOSA,,MAR&IacuteA HUMPREYS,266,,9100,,,,,1/07/2016
2883,ASOCIACI&OacuteN CIVIL PATAGONIA PARA CRISTO,ENTIDAD RELIGIOSA,MAXIMO ABASOLO,FRANZONI ,833,(0297) 446-8311,9000,,,,,
3041,IGLESIA PENTECOSTES BIENVENIDO ESPIRITU SANTO,ENTIDAD RELIGIOSA,,ROBERTO JONES,845,(0280) 4411952,9103,,,,,1/07/2016
3061,IGLESIA EVANG&EacuteLICA JESUCRISTO LA PIEDRA ANGULAR MONTE DE SION,ENTIDAD RELIGIOSA,MALVINAS,MEJICO ,425,,9100,,,,,1/07/2016
3065,IGLESIA SENDAS DE AMOR Y PAZ,ENTIDAD RELIGIOSA,,ESTANISLADO DEL CAMPO,87,,9120,,,,,
3176,IGLESIA EVANGELICA CRISTO EL CAMINO,ENTIDAD RELIGIOSA,,GALES,1070,(0280) 4423742,9100,,,,,1/07/2016
3434,ASOCIACI&OacuteN MINISTERIO EVANGELISTICO DE LA FE EN JESUS,ENTIDAD RELIGIOSA,,ESPA&NtildeA,2070,,9120,,,,,1/07/2016
3568,ASOCIACI&OacuteN CRISTIANA MISI&OacuteN INTERNACIONAL,ENTIDAD RELIGIOSA,,FORTUNATO CARENTE,125,,9000,,,,,1/07/2016
3677,TEMPLO DE LAS ASAMBLEAS DE DIOS ASOCIACI&OacuteN CIVIL,ENTIDAD RELIGIOSA,,PELLEGRINI,1542,,9100,,,,,1/07/2016
